product_name,energy-kcal_100g,sugars_100g,saturated-fat_100g,salt_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,fiber_100g,proteins_100g,energy_points,sugars_points,saturated_fat_points,salt_points,fruits_points,fiber_points,proteins_points,total_negative_points,total_positive_points,total_score,nutriscore_grade
Dannon dairy drink mango flavored,100.0,13.75,0.0,0.1796875,2.440011161,0.0,4.375,10,10,0,1,0,0,2,21,2,19,E
ACTIVIA STRAWBERRY BANANA PROBIOTIC DRINK,77.0,10.62801932,0.966183575,0.138888889,2.869359998,0.966183575,3.381642512,10,8,0,1,0,1,2,19,3,16,D
Protein shake,44.0,3.72,0.0,0.1275,0.0,1.7,4.05,7,3,0,1,0,2,2,11,4,7,C
Chocolate Flavoured Milk,72.0,10.0,1.2,0.0975,0.0,0.9,3.3,10,7,1,1,0,1,2,19,3,16,D
Gatorade Fierce,24.0,6.0,0.0,0.12,0.0,0.0,0.0,4,5,0,1,0,0,0,10,0,10,C
Punch de fruta,240.0,6.0,0.0,0.0,0.0,0.0,0.0,10,5,0,0,0,0,0,15,0,15,D
"100% apple cider from concentrate, apple",50.0,11.67,0.0,0.025,16.66666667,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
"100% apple cider from concentrate with added vitamin c, apple cider",50.0,11.67,0.0,0.0375,16.66666667,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
Strawberry lemonade from concentrate,42.0,10.42,0.0,0.0375,10.21,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
"Mango lemonade, mango",42.0,10.0,0.0,0.0375,10.0,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
"Lemonade from concentrate, lemonade",47.0,11.42,0.0,0.0,5.355,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
Cola,45.0,12.11,0.0,0.025,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Tonic water,36.0,9.44,0.0,0.015,0.0,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
Peach soda,47.0,12.78,0.0,0.0,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Lemonade,54.0,13.33,0.0,0.0375,5.8325,0.0,0.0,8,9,0,0,0,0,0,17,0,17,D
"Brewed sweet tea, sweet",33.0,8.75,0.0,0.0,0.0,0.0,0.0,5,6,0,0,0,0,0,11,0,11,D
"Food club, wild mountain, citrus flavored soda, citrus, citrus",51.0,13.8,0.0,0.025,0.0,0.0,0.0,8,10,0,0,0,0,0,18,0,18,D
"Dr. wow, soda",42.0,11.55,0.0,0.025,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
Flavored drink,51.0,13.8,0.0,0.0025,0.0,0.0,0.0,8,10,0,0,0,0,0,18,0,18,D
Caffeine free soda,48.0,12.96,0.0,0.025,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Caffeine free root beer,48.0,13.24,0.0,0.025,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
"Strawberry caffeine free soda, strawberry",61.0,14.72,0.0,0.025,0.0,0.0,0.0,9,10,0,0,0,0,0,19,0,19,E
"100% unsweetened apple cider from concentrate, apple",46.0,11.67,0.0,0.03,16.66666667,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
"Caffeine free fruit punch artificially flavored soda, fruit punch",48.0,12.68,0.0,0.0,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Soda,54.0,13.28,0.0,0.025,0.0,0.0,0.0,8,9,0,0,0,0,0,17,0,17,D
"Light chai tea latte concentrate, light chai tea latte",25.0,5.56,0.0,0.0275,0.0,0.0,0.0,4,4,0,0,0,0,0,8,0,8,C
Root beer,48.0,12.96,0.0,0.0325,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
"100% apple cider from concentrate, apple",46.0,11.67,0.0,0.0375,25.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
Red cream soda,48.0,12.96,0.0,0.0,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Cola,42.0,11.83,0.0,0.0,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
Caffeine free soda,54.0,14.65,0.0,0.0,0.0,0.0,0.0,8,10,0,0,0,0,0,18,0,18,D
Soda,45.0,12.39,0.0,0.0,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Tonic water,36.0,9.44,0.0,0.0,0.0,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
"Food club, wild mountain, citrus flavored soda, citrus, citrus",52.0,13.8,0.0,0.025,5.681818182,0.0,0.0,8,10,0,0,0,0,0,18,0,18,D
"Cherry cola, cherry",47.0,12.5,0.0,0.0,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Cola,42.0,11.67,0.0,0.0,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
"Dr. wow, soda, dr. wow",42.0,11.39,0.0,0.0,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
Ginger ale,39.0,10.28,0.0,0.0,0.0,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
Grape artificially flavored soda,47.0,12.78,0.0,0.0,1.805555556,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
"Lemon lime flavored soda, lemon lime",39.0,10.56,0.0,0.0,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
"Orange caffeine free soda, orange",53.0,13.06,0.0,0.0,0.0,0.0,0.0,8,9,0,0,0,0,0,17,0,17,D
Caffeine Free Root Beer,44.0,12.22,0.0,0.0,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
"Cola soda, cola",42.0,11.83,0.0,0.0,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
"Vanilla Cream Soda, Vanilla Cream",51.0,13.52,0.0,0.025,0.0,0.0,0.0,8,10,0,0,0,0,0,18,0,18,D
"Dr. wow, soda, dr. wow",42.0,11.55,0.0,0.0,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
"Caffeine free ginger ale soda, ginger ale",39.0,10.42,0.0,0.0,0.0,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
"Caffeine free grape artificially flavored soda, grape",54.0,13.8,0.0,0.025,0.0,0.0,0.0,8,10,0,0,0,0,0,18,0,18,D
Caffeine Free Lemon Lime Flavored Soda,39.44,10.7,0.0,0.0,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
"Caffeine free orange flavored soda, orange",54.0,14.65,0.0,0.0,0.0,0.0,0.0,8,10,0,0,0,0,0,18,0,18,D
Caffeine Free Root Beer Soda,47.89,12.68,0.0,0.025,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Wild mountain,51.0,13.52,0.0,0.0,5.769230769,0.0,0.0,8,10,0,0,0,0,0,18,0,18,D
Topcare slim suprême poudre chocolat,110.0,10.0,0.5,4.4,0.0,2.0,0.0,10,7,0,10,0,2,0,27,2,25,E
"Caffeine free peach flavored soda, peach",48.0,12.96,0.0,0.0,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
"Wild mountain, citrus flavored soda",54.0,13.28,0.0,0.0,1.420454545,0.0,0.0,8,9,0,0,0,0,0,17,0,17,D
Caffeine free oragance naturally flavored soda,54.0,13.8,0.0,0.025,0.0,0.0,0.0,8,10,0,0,0,0,0,18,0,18,D
Grape artificially flavored soda,54.0,13.8,0.0,0.025,0.0,0.0,0.0,8,10,0,0,0,0,0,18,0,18,D
Root beer soda,48.0,12.68,0.0,0.025,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
"Lemon lime flavored soda, lemon lime",39.0,10.7,0.0,0.0,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
Ginger ale flavored caffeine free soda,37.0,9.32,0.0,0.025,0.0,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
Caffeine free peach naturally & artificially flavored soda,48.0,12.68,0.0,0.025,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Soda,48.0,12.68,0.0,0.0,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Pink lemonade,51.0,13.8,0.0,0.0425,0.0,0.0,0.0,8,10,0,0,0,0,0,18,0,18,D
"Fruit punch artificially flavored soda, fruit punch",48.0,12.68,0.0,0.0,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Vanilla Cream Artificially Flavored Soda,45.07,12.39,0.0,0.0,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
"Red cream soda, red cream",48.0,12.96,0.0,0.0,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
"Wild mountain, citrus flavored soda, citrus",51.0,13.52,0.0,0.0,5.769230769,0.0,0.0,8,10,0,0,0,0,0,18,0,18,D
Artificially flavored soda,48.0,12.96,0.0,0.0,1.805555556,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Soda,39.0,10.7,0.0,0.0,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
"Wild mountain, citrus flavored soda, citrus",50.0,13.33,0.0,0.0,5.769230769,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Artificially flavored soda,50.0,13.33,0.0,0.0,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
"Red cream soda, red cream",51.0,12.71,0.0,0.0,0.0,0.0,0.0,8,9,0,0,0,0,0,17,0,17,D
Lemonade,50.0,11.67,0.0,0.015,5.835,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
"Raspberry lemonade from concentrate, raspberry lemonade",46.0,11.25,0.0,0.015,15.3125,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
Cola,44.0,11.8,0.0,0.0175,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
Wild Mountain Soda,52.0,13.6,0.0,0.0175,5.973557692,0.0,0.0,8,10,0,0,0,0,0,18,0,18,D
Regular Cola,44.0,11.8,0.0,0.0175,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
"Wild mountain, citrus flavored soda, citrus",52.0,13.6,0.0,0.0175,5.973557692,0.0,0.0,8,10,0,0,0,0,0,18,0,18,D
Dr. Wow Soda,42.0,11.4,0.0,0.0175,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
Brewed Sweet Tea,36.0,9.25,0.0,0.0175,0.0,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
Pediatric shake,101.2658228,4.641350211,0.210970464,0.094936709,2.320675105,0.421940928,2.953586498,10,4,0,1,0,0,1,15,1,14,D
Original Vanilla Nutrition Shake,92.82700422,4.219409283,0.421940928,0.221518987,2.109704641,0.421940928,3.797468354,10,3,0,2,0,0,2,15,2,13,D
Nutrition shake plus,146.0,8.33,0.42,0.23,4.165,0.0,5.42,10,6,0,2,0,0,3,18,3,15,D
Nutrition Shake Plus,147.6793249,8.438818565,0.421940928,0.221518987,4.219409283,0.0,6.751054852,10,6,0,2,0,0,4,18,4,14,D
Coconut flavored sparkling water beverage,2.0,0.4,0.0,0.0,11.76470588,0.0,0.0,0,1,0,0,0,0,0,1,0,1,B
Sparkling water,0.0,0.42,0.0,0.005,23.61111111,0.0,0.0,0,1,0,0,0,0,0,1,0,1,B
Caffeine free strawberry flavored soda,62.14689266,14.97175141,0.0,0.024717514,0.0,0.0,0.0,9,10,0,0,0,0,0,19,0,19,E
Mixed berry glucose shot,117.0,25.0,0.0,0.0425,0.0,0.0,0.0,10,10,0,0,0,0,0,20,0,20,E
Lemonade from concentrate,45.83333333,10.83333333,0.0,0.010416667,3.958333333,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
Raspberry lemonade from concentrate,45.83333333,11.25,0.0,0.010416667,15.3125,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
"Sweetened brewed iced tea, sweetened",33.0,8.61,0.0,0.015,0.0,0.0,0.0,5,6,0,0,0,0,0,11,0,11,D
Market organic chai tea latte concentrate,50.0,11.66666667,0.0,0.027777778,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
"London fog tea latte concentrate, london fog tea latte",44.0,10.0,0.0,0.035,0.0,0.0,0.0,7,7,0,0,0,0,0,14,0,14,D
"100% unsweetened apple cider from concentrate with added vitamin c, apple",50.0,11.67,0.0,0.025,16.66666667,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
"Vanilla cream flavored caffeine free soda, vanilla cream",50.0,13.33,0.0,0.035,0.347222222,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Cherry cola flavored soda,45.0,11.3,0.0,0.0325,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
"Raspberry pomegranate kombucha, raspberry pomegranate",19.0,5.0,0.0,0.0,32.14285714,0.0,0.0,3,4,0,0,0,0,0,7,0,7,C
"Mango guava kombucha, mango guava",19.0,5.0,0.0,0.0,2.5,0.0,0.0,3,4,0,0,0,0,0,7,0,7,C
"Blood orange kombucha, blood orange",19.0,5.0,0.0,0.0,0.0,0.0,0.0,3,4,0,0,0,0,0,7,0,7,C
"Grapefruit sage kombucha, grapefruit sage",19.0,5.0,0.0,0.0,0.0,0.0,0.0,3,4,0,0,0,0,0,7,0,7,C
"Yuzu lemon kombucha, yuzu lemon",17.0,4.52,0.0,0.0,17.5,0.0,0.0,3,4,0,0,0,0,0,7,0,7,C
"Fruit punch caffeine free soda, fruit punch",42.0,10.28,0.0,0.0,0.0,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
100% Orange Juice Frozen Concentrate With Calcium,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0,0,0,0,2,0,0,0,2,-2,A
Drink,25.0,5.83,0.0,0.01,2.8125,0.0,0.0,4,4,0,0,0,0,0,8,0,8,C
Sparkling Botanical Beverage,40.0,9.58,0.0,0.005,0.0,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
"Frisa, Sparkling Botanical Beverages, Ginger Hibiscus",40.0,9.58,0.0,0.005,4.79,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
"Fresh pressed 100% apple cider, apple",50.0,10.83,0.0,0.025,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
Fresh pressed 100% apple cider,50.0,10.83,0.0,0.025,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
100% Apple Cider,50.0,10.83,0.0,0.025,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
100% apple cider,50.0,10.83,0.0,0.025,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
"Pressed Apple, Apricot & Doughnut Peach",45.0,9.3,0.1,0.1,83.0,0.3,0.5,7,7,0,1,10,0,0,15,10,5,C
Spirit of Summer Iced Tea - Spanish Peach,12.0,2.7,0.1,0.1,23.0,0.1,0.1,1,2,0,1,0,0,0,4,0,4,C
Protein shakes,64.0,6.08,0.17,0.195,0.0,1.7,5.07,9,5,0,2,0,2,3,16,5,11,D
"Protein shakes, raspberry cheesecake",64.0,6.08,0.17,0.2025,0.0,1.7,5.07,9,5,0,2,0,2,3,16,5,11,D
"Protein shakes, strawberry",64.0,6.08,0.17,0.2025,0.0,1.7,5.07,9,5,0,2,0,2,3,16,5,11,D
"Protein shakes, chocolate mocha",64.0,6.08,0.17,0.1975,0.0,1.7,5.07,9,5,0,2,0,2,3,16,5,11,D
"Protein shakes, vanilla cappuccino",64.0,6.08,0.17,0.1975,0.0,1.7,5.07,9,5,0,2,0,2,3,16,5,11,D
"Kellogg's, k protein shake, strawberry, strawberry",61.0,6.08,0.17,0.195,3.04,1.7,3.38,9,5,0,2,0,2,2,16,4,12,D
Protein shakes milk chocolate,63.85,6.08,0.34,0.1981,0.0,1.7,5.07,9,5,0,2,0,2,3,16,5,11,D
Protein shakes french vanilla gluten free,61.15,6.08,0.34,0.1981,0.0,1.7,3.38,9,5,0,2,0,2,2,16,4,12,D
Special K Protein Shake,64.18918919,6.081081081,0.168918919,0.236486486,0.0,1.689189189,5.067567568,9,5,0,2,0,2,3,16,5,11,D
"Protein shakes, milk chocolate",64.0,6.08,0.17,0.195,0.0,1.7,5.07,9,5,0,2,0,2,3,16,5,11,D
"Kellogg's, special k, protein shake, strawberry banana, strawberry banana",64.0,6.08,0.17,0.185,3.04,1.7,3.38,9,5,0,2,0,2,2,16,4,12,D
"Protein shake, chocolate malt",64.0,6.08,0.17,0.185,3.04,1.7,3.38,9,5,0,2,0,2,2,16,4,12,D
"Rich chocolate protein shake, rich chocolate",64.0,6.08,0.17,0.1775,3.04,1.7,3.38,9,5,0,1,0,2,2,15,4,11,D
Protein shakes,64.0,6.08,0.17,0.2025,0.0,1.7,5.07,9,5,0,2,0,2,3,16,5,11,D
"Protein breakfast shake, vanilla",61.0,6.08,0.17,0.185,3.04,1.7,3.38,9,5,0,2,0,2,2,16,4,12,D
"Protein breakfast shake, strawberry",61.0,6.08,0.17,0.185,3.04,1.7,3.38,9,5,0,2,0,2,2,16,4,12,D
"Cafe-inspired protein shakes, vanilla cappuccino",64.0,6.08,0.17,0.21,0.0,1.7,5.07,9,5,0,2,0,2,3,16,5,11,D
Special k protein cafe-inspired shakes chocolate mocha,63.85,6.08,0.34,0.2134,0.0,1.69,5.07,9,5,0,2,0,2,3,16,5,11,D
"Protein breakfast shake, chocolate mocha",64.0,6.08,0.17,0.1775,3.04,1.7,3.38,9,5,0,1,0,2,2,15,4,11,D
Chocolate milk,70.83333333,12.5,0.625,0.177083333,0.0,0.0,3.333333333,10,9,0,1,0,0,2,20,2,18,D
Green tea,29.0,7.5,0.0,0.01,0.0,0.0,0.0,5,6,0,0,0,0,0,11,0,11,D
Southern style sweet tea,38.0,9.58,0.0,0.01,0.0,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
Southern style lemonade,55.0,11.84,0.0,0.01,32.14285714,0.0,0.0,8,8,0,0,0,0,0,16,0,16,D
Sweet iced tea,34.0,8.46,0.0,0.005,0.0,0.0,0.0,5,6,0,0,0,0,0,11,0,11,D
Lemonade,54.0,11.67,0.0,0.01,22.35986111,0.0,0.0,8,8,0,0,0,0,0,16,0,16,D
Chilled coffee drink,62.0,9.88,0.74,0.075,0.0,0.0,2.22,9,7,0,0,0,0,1,16,1,15,D
Vanilla flavored chilled coffee drink,72.0,11.36,0.74,0.08,0.0,0.0,2.22,10,8,0,0,0,0,1,18,1,17,D
Chilled coffee drink,72.0,11.36,0.74,0.08,0.0,0.0,2.22,10,8,0,0,0,0,1,18,1,17,D
Chilled coffee drink,62.0,9.14,0.74,0.08,0.0,0.0,2.22,9,7,0,0,0,0,1,16,1,15,D
Sparkling Mandarin,36.0,7.7,0.1,0.1,33.0,0.1,0.2,6,6,0,1,0,0,0,13,0,13,D
"Fresh Choices, Orange Soda, Orange",50.0,13.33,0.0,0.0175,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
"Fresh Choices, Blue Cream Soda",46.0,12.5,0.0,0.025,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
"Fresh Choices, Strawberry Soda, Strawberry",50.0,13.75,0.0,0.025,0.0,0.0,0.0,7,10,0,0,0,0,0,17,0,17,D
"Fresh Choices, Grape Soda, Grape",50.0,13.33,0.0,0.015,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
"Fresh Choices, Lemon-Lime Soda, Lemon-Lime",42.0,11.25,0.0,0.0375,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
"Fresh Choices, Soda",42.0,11.67,0.0,0.0375,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
"Fresh Choices, Cola",42.0,11.67,0.0,0.0375,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
Soda,50.0,13.33,0.0,0.0375,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
"Fresh Choices, Dr. C Soda",42.0,11.67,0.0,0.0375,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
Cola,42.0,11.67,0.0,0.025,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
"Corner store, flavored soda, lemon lime",42.0,11.25,0.0,0.025,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
Dr. C,42.0,11.67,0.0,0.025,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
"Corner store, flavored soda, orange",50.0,13.33,0.0,0.0375,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
"Corner store, soda, blue cream",46.0,12.5,0.0,0.025,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
"Corner store, soda, strawberry",50.0,13.75,0.0,0.025,0.0,0.0,0.0,7,10,0,0,0,0,0,17,0,17,D
"Corner store, soda, grape",50.0,13.33,0.0,0.0375,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Original Cola,42.0,11.67,0.0,0.025,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
"Corner store, soda, lemon lime",42.0,11.25,0.0,0.025,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
Water,42.0,11.67,0.0,0.025,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
"U force, ultimate zero energy drink",0.0,0.0,0.0,0.1675,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,1,B
"U Force, Advanced Sport Drink, White Cherry",25.0,5.83,0.0,0.115,0.0,0.0,0.0,4,4,0,1,0,0,0,9,0,9,C
Green tea,29.0,7.08,0.0,0.0,0.0,0.0,0.0,5,5,0,0,0,0,0,10,0,10,C
Half & half tea,38.0,9.17,0.0,0.0,16.07142857,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
Lemon tea,38.0,9.58,0.0,0.0,0.0,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
TEA,38.0,9.58,0.0,0.0,0.0,0.0,0.0,6,7,0,0,0,0,0,13,0,13,D
Iced coffee,35.0,4.2,0.49,0.1475,0.0,0.0,1.98,5,3,0,1,0,0,1,9,1,8,C
Iced coffee,67.0,11.6,0.74,0.135,0.0,0.0,2.47,10,8,0,1,0,0,1,19,1,18,D
Iced coffee,69.0,11.85,0.74,0.16,0.0,0.0,2.72,10,8,0,1,0,0,1,19,1,18,D
"Corner store, iced tea",29.0,6.25,0.0,0.01,0.0,0.0,0.0,5,5,0,0,0,0,0,10,0,10,C
Premium Pink Lemonade,25.0,5.42,0.0,0.015,0.408653846,0.0,0.0,4,4,0,0,0,0,0,8,0,8,C
"Bulldog, handcrafted root beer",44.0,11.39,0.0,0.03,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
Soda,54.0,13.52,0.0,0.0625,0.0,0.0,0.0,8,10,0,0,0,0,0,18,0,18,D
Crisp and refreshing lemon lime soda,45.0,11.83,0.0,0.05,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
Sarsaparilla,44.0,11.39,0.0,0.035,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
"Americana, Cream Soda, Orange",45.0,11.83,0.0,0.035,2.5,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
"Vintage Soda, Huckleberry",45.0,12.11,0.0,0.035,11.5825,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
"Americana, black cherry",51.0,12.11,0.0,0.0525,0.0,0.0,0.0,8,9,0,0,0,0,0,17,0,17,D
"Earp's, Original Sarsaparilla",45.0,11.55,0.0,0.035,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
"Lemmy, Sparkling Lemonade",45.0,12.11,0.0,0.0525,2.5,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Pepper Elixer,45.07042254,11.54929577,0.0,0.035211268,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
"Soda boy, quality beverage, strawberry cream, strawberry cream",51.0,12.68,0.0,0.02,0.0,0.0,0.0,8,9,0,0,0,0,0,17,0,17,D
"Goody, Blue Pop Soda",45.0,11.27,0.0,0.035,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
Brownie caramel cream root beer,4.788732394,12.11267606,0.0,0.028169014,0.0,0.0,0.0,0,9,0,0,0,0,0,9,0,9,C
"Hippo size beverages, big black cherry beverages",45.0,12.11,0.0,0.0525,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
"Hippo Size, Jumbo Root Beer",45.0,12.11,0.0,0.045,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Caramel cream soda,48.0,12.11,0.0,0.0275,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Wicked Apple Brew,42.0,11.27,0.0,0.045,0.0,0.0,0.0,6,8,0,0,0,0,0,14,0,14,D
"Orca Beverage Soda Works, Werewolf Howling Ginger Beer",45.0,11.55,0.0,0.025,2.5,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
O-So Grape,42.0,13.8,0.0,0.0525,0.0,0.0,0.0,6,10,0,0,0,0,0,16,0,16,D
"Orca beverage soda works, spice tonic, pumpkin",45.0,11.55,0.0,0.02,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
"O-oso, root beer, butterscotch, butterscotch",48.0,12.11,0.0,0.0275,0.0,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
Soda,42.0,13.61,0.0,0.0525,0.0,0.0,0.0,6,10,0,0,0,0,0,16,0,16,D
"Lemmy, Lemonade",44.0,10.98,0.0,0.0,3.995,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
"Lemmy, real lemon juice, peach lemonade",44.0,10.98,0.0,0.0,5.245,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
Lemonade,44.0,10.98,0.0,0.0,5.245,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
"Lemmy, Lemonade, Black Cherry",44.0,10.98,0.0,0.0,5.245,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
"Mix Fruit Beverage, Blazin' Tropical",45.0,11.27,0.0,0.0175,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
"Dragon Tail, Sour Tornado Citrus Blend",45.0,11.27,0.0,0.0175,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
"Pig Iron, Cola",45.0,11.55,0.0,0.02,0.0,0.0,0.0,7,8,0,0,0,0,0,15,0,15,D
Chocolate Milk,72.84768212,10.81677704,0.662251656,0.209713024,0.0,0.0,3.53200883,10,8,0,2,0,0,2,20,2,18,D
Chocolate Milk,66.7,10.4,0.625,0.198,0.0,0.0,3.33,10,7,0,2,0,0,2,19,2,17,D
Chocolate milk,83.33333333,10.0,1.875,0.197916667,0.0,0.416666667,3.333333333,10,7,1,2,0,0,2,20,2,18,D
chocolate milk,410.0,40.0,9.0,0.95,0.0,1.0,15.0,10,10,8,10,0,1,5,38,6,32,E
grape water beverage,500.0,0.0,0.0,18.75,0.0,0.0,0.0,10,0,0,10,0,0,0,20,0,20,E
All natural whey protein powder,80.0,1.0,0.5,0.0625,0.0,0.0,15.0,10,1,0,0,0,0,5,11,5,6,C
Isolated soy protein powder,400.0,0.0,0.0,2.38,0.0,0.0,90.0,10,0,0,10,0,0,5,20,5,15,D
Vanilla protein powder nutritional booster with chia & probiotics sweetened with monk fruit,400.0,6.67,1.11,1.39,21.42857143,26.7,44.44,10,5,1,10,0,5,5,26,10,16,D
Bobs red mill protein powder choc,400.0,4.444444444,1.111111111,1.277777778,21.875,26.66666667,46.66666667,10,3,1,10,0,5,5,24,10,14,D
Chai protein powder,400.0,2.22,1.11,1.39,20.83333333,24.4,44.44,10,2,1,10,0,5,5,23,10,13,D
Pea Protein Powder,370.0,0.0,0.0,2.4075,0.0,3.7,77.78,10,0,0,10,0,5,5,20,10,10,C
"The original smooth soda, citrus",48.0,13.24,0.0,0.0325,11.25,0.0,0.0,7,9,0,0,0,0,0,16,0,16,D
