product_name,energy-kcal_100g,sugars_100g,saturated-fat_100g,salt_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,fiber_100g,proteins_100g,nutriscore_grade
Iced coffee drink,51.0,7.63,0.64,0.16,0.0,0.4,2.12,e
Chocolate Lowfat Milk,60.4,9.42,0.604,0.145,0.0,0.242,3.38,b
"Buncha banana protein plus enhanced milk beverage, buncha banana",41.0,5.56,0.24,0.1275,0.0,0.0,3.14,b
Organic Cold Brew Whole Milk Latte,30.769230769231,2.4615384615385,0.76923076923077,0.17692307692308,0.0,0.30769230769231,1.2307692307692,d
"Chocolate protein breakfast milk drink, chocolate",68.0,9.32,0.42,0.1375,0.0,0.4,5.08,e
"Protein breakfast milk drink, chocolate",68.0,9.32,0.42,0.1375,0.0,0.4,5.08,e
"Banana coffee protein smoothie, banana",52.0,4.0,0.0,0.1925,2.0,0.3,4.62,e
Iced tea premium beverages,42.0,10.59,0.0,0.0,5.295,0.0,0.0,e
"Spiced apple pumpkin juice, apple pumpkin",54.0,9.17,0.0,0.0,23.4375,0.8,0.83,e
Rockin' protein,53.7,1.98,0.565,0.205,0.0,0.847,8.47,c
Rockin' refuel protein milk beverage muscle builder chocolate,100.0,3.1578947368421,1.0526315789474,0.38157894736843,0.0,2.1052631578947,15.789473684211,e
Protein milk beverage,42.0,1.69,0.71,0.2125,0.0,1.1,5.65,c
"Protein milk beverage, vanilla",42.0,1.69,0.71,0.1775,0.0,0.8,5.65,c
Protein Milk Beverage,0.0,0.0,0.0,0.0,0.0,0.8,8.47,b
Chocolate milk,55.084745762712,10.169491525424,0.0,0.19067796610169,0.0,0.0,3.3898305084746,e
Sweet tea,38.0,9.17,0.0,0.0,0.0,0.0,0.0,e
Orange drink,4.0,0.83,0.0,0.095,0.0,0.0,0.0,c
Drink,4.0,0.83,0.0,0.095,0.0,0.0,0.0,c
Drink,54.0,12.5,0.0,0.095,0.0,0.0,0.0,e
Fruit punch,4.0,0.83,0.0,0.0825,0.0,0.0,0.0,c
Energizing drink,42.0,11.27,0.0,0.0375,0.0,0.0,0.0,e
"Diet Doc 360, Diet Cola",0.0,0.0,0.0,0.0381,0.0,0.0,0.0,b
Cola,42.0,12.0,0.0,0.04,0.0,0.0,0.0,e
Natural sparkling water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
klarbrunn water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Vita ice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Ubr Water,0.5634,0.0,0.0,0.0,0.0,0.0,0.0,a
"Klarbrunn, Vita Ice, Sparkling Water, Peach Mango",0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
"Vita ice, naturally sparkling water, fuji apple pear, fuji apple pear",0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
"Klarbrunn, Vita Ice, Sparkling Water, Strawberry Kiwi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
"Klarbrunn, Sparkling Water, Pineapple Coconut",0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
"Klarbrunn, Sparkling Water, Peach Mango",0.0,0.0,0.0,0.0,13.75,0.0,0.0,b
"Klarbrunn, Sparkling Water",0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
"Klarbrunn, Vita Ice Sparkling Water, Blueberry Lemonade",0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Antioxidant Sparkling Water,3.3802816901408,0.0,0.0,0.017605633802817,0.832648026315795,0.0,0.0,b
"Antioxidant sparkling water, passion fruit wond'r",1.0,0.0,0.0,0.02,0.0,0.0,0.0,b
Cranberry grape sparkling water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
übr water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Ubr water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Wild cherry chill'r antioxidant sparkling water,1.0,0.0,0.0,0.0175,0.277549342105267,0.0,0.0,b
Twisted elix'r antioxidant sparkling water,1.0,0.0,0.0,0.0175,0.132581922743054,0.0,0.0,b
"Cherry guava blend'r antioxidant sparkling water, cherry guava blend'r",1.0,0.0,0.0,0.0175,0.277549342105267,0.0,0.0,b
Naturally sourced sparkling water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
"Pitaya berry nect'r antioxidant sparkling water, pitaya berry nect'r",1.0,0.0,0.0,0.0175,0.231291118421055,0.0,0.0,b
"Cherimoya pitaya sparkling water, cherimoya pitaya",0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
"Starfruit lychee sparkling water, starfruit lychee",0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Berry blend sparkling water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Klarbrunn Pure Drinking Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Bubblr,1.41,0.0,0.0,14.1,0.093005952380949,0.0,0.0,e
100% juice from concentrate,50.0,10.83,0.0,0.025,0.0,0.0,0.0,e
Cider 100% crisp apple cider,50.0,10.83,0.0,0.025,0.0,0.0,0.0,e
"Tree top, 100% crisp apple cider",50.0,10.83,0.0,0.025,0.0,0.0,0.0,e
Hemp kashmir protein powder superfood,400.0,0.0,0.0,0.0425,0.0,16.7,0.0,c
Drink,62.0,7.92,1.46,0.0625,0.0,0.0,0.0,e
Iced tea,38.0,8.75,0.0,0.01,0.0,0.0,0.0,e
Iced tea,42.0,10.42,0.0,0.0,2.60500000000002,0.0,0.0,e
Peach soda,54.0,14.08,0.0,0.025,0.0,0.0,0.0,e
Soda,54.0,13.8,0.0,0.025,0.0,0.0,0.0,e
Nehi soda peach,52.453468697124,14.04399323181,0.0,0.025380710659898,0.0,0.0,0.0,e
Pink lemonade,51.0,12.68,0.0,0.0275,15.0,0.0,0.0,e
Green tea,12.0,1.67,0.0,0.0,0.0,0.0,0.0,c
100% raw kombucha,12.0,1.67,0.0,0.0,0.0,0.0,0.0,c
Black dragon kombucha,12.0,1.67,0.0,0.0,0.0,0.0,0.0,c
Yellow stinger ginger nettle,12.0,1.67,0.0,0.0,0.835,0.0,0.0,c
Breakfast shake,61.0,5.76,0.3,0.145,2.88,1.8,3.03,e
Breakfast shake,61.0,6.06,0.15,0.145,3.03,1.8,3.03,e
"Original unsweetened oat bran beverage, original unsweetened",12.0,0.0,0.0,0.01,11.25,1.7,0.42,b
"Vanilla oat bran beverage, vanilla",21.0,2.08,0.0,0.0675,11.5384615384615,1.7,0.42,c
"Sparkling Soda, Pomegranate",42.0,10.0,0.0,0.0,5.0,0.0,0.0,e
"Beverage, Orangeade",48.0,11.55,0.0,0.025,0.0,0.0,0.0,e
1% Lowfat Chocolate Milk,66.666666666667,10.0,0.625,0.17708333333333,0.0,0.41666666666667,3.3333333333333,e
Whole chocolate milk,87.5,9.5833333333333,2.0833333333333,0.23958333333333,0.0,0.0,3.3333333333333,e
Tonic water,36.111111111111,9.4444444444444,0.0,0.0,0.0,0.0,0.0,e
Sparkling Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
"Giant eagle, sparkling seltzer water, raspberry",0.0,0.0,0.0,0.0025,0.0,0.0,0.0,b
Sparkling Seltzer Water,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,b
"Flavored sparkling water, peach",0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
"Fruition sparkling water, tangerine lime",0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
"Fruition sparkling water, white grape",0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Diet tonic water,0.0,0.0,0.0,0.024305555555556,0.0,0.0,0.0,b
Cream Soda,51.0,12.68,0.0,0.025,0.0,0.0,0.0,e
Soda,39.0,10.14,0.0,0.0175,0.0,0.0,0.0,e
Soda,56.0,13.8,0.0,0.025,0.0,0.0,0.0,e
Caffeine free soda,54.0,12.96,0.0,0.025,0.0,0.0,0.0,e
Lemonade,42.0,10.0,0.0,0.0,0.0,0.0,0.0,e
"Market district, sparkling soda, blood orange",42.0,10.0,0.0,0.0,5.0,0.0,0.0,e
"Market district, sparkling soda, pomogranate",42.0,10.0,0.0,0.0,5.0,0.0,0.0,e
Low Sodium Gluten Free Cola,42.0,11.25,0.0,0.015,0.0,0.0,0.0,e
Soda,42.0,10.42,0.0,0.02,0.0,0.0,0.0,e
"Giant eagle, mountain fizzr, soda, citrus",50.0,12.5,0.0,0.025,2.5,0.0,0.0,e
"Giant eagle, ginger ale",38.0,9.17,0.0,0.0425,0.0,0.0,0.0,e
Soda,54.0,12.92,0.0,0.0254,0.0,0.0,0.0,e
Cream Soda,46.0,11.67,0.0,0.025,0.0,0.0,0.0,e
"Giant eagle, cola soda, cherry cola",42.0,11.25,0.0,0.0,0.0,0.0,0.0,e
Diet Cola,0.0,0.0,0.0,0.0381,0.0,0.0,0.0,b
"Giant eagle, soda, lemon lime",42.0,10.42,0.0,0.0475,0.0,0.0,0.0,e
Diet soda,0.0,0.0,0.0,0.025,0.0,0.0,0.0,b
"Giant eagle, dr. popz diet soda",0.0,0.0,0.0,0.025,0.0,0.0,0.0,b
"Giant eagle, diet mountain fizzr soda, citrus",0.0,0.0,0.0,0.015,5.0,0.0,0.0,b
"Giant eagle, low sodium gluten free soda, grape",50.0,12.08,0.0,0.025,2.5,0.0,0.0,e
"Giant eagle, strawberry soda",58.0,14.17,0.0,0.0475,0.0,0.0,0.0,e
Cola,42.0,11.55,0.0,0.015,0.0,0.0,0.0,e
Soda,45.0,12.11,0.0,0.015,0.0,0.0,0.0,e
Soda,48.0,12.11,0.0,0.0275,0.0,0.0,0.0,e
Soda,42.0,10.42,0.0,0.045,0.0,0.0,0.0,e
Mountain fizzr soda,51.0,12.68,0.0,0.025,2.5,0.0,0.0,e
Soda,48.0,12.11,0.0,0.025,2.5,0.0,0.0,e
Soda,37.0,9.3,0.0,0.0375,0.0,0.0,0.0,e
"Giant eagle, cola",42.0,11.25,0.0,0.015,0.0,0.0,0.0,e
"Giant eagle, mountain fizzr soda",50.0,12.5,0.0,0.025,2.5,0.0,0.0,e
"Giant eagle, soda, grape",50.0,12.08,0.0,0.025,2.5,0.0,0.0,e
Root Beer,46.0,11.67,0.0,0.025,0.0,0.0,0.0,e
Dr. Popz Soda,42.0,10.42,0.0,0.02,0.0,0.0,0.0,e
"Giant eagle, diet cola",0.0,0.0,0.0,0.0375,0.0,0.0,0.0,b
Ginger Ale,38.0,9.17,0.0,0.0425,0.0,0.0,0.0,e
"Fruition sparkling water, key lime",0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
"Black cherry fruition sparkling water, black cherry",0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
"Fruition sparkling water, raspberry",0.0,0.0,0.0,0.0025,0.0,0.0,0.0,b
Sparkling seltzer water,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,b
Organic lemonade from concentrate,42.0,10.42,0.0,0.0375,10.21,0.0,0.0,e
Lemonade With Pulp,50.0,12.08,0.0,0.005,12.08,0.0,0.0,e
"Market district, cold brew coffee, vanilla",42.0,5.06,0.42,0.08,0.0,0.0,2.11,d
Cold Brew Coffee,42.0,5.06,0.42,0.18,0.0,0.0,2.11,d
Vapor-distilled water with electrolytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Apple cider,120.0,27.0,0.0,0.0,0.0,0.0,1.0,e
Apple Cider,50.0,11.25,0.0,0.0,0.0,0.0,0.41666666666667,e
Artisan watermelon lemonade,38.0,9.58,0.0,0.0,7.29,0.0,0.0,e
Lemonade,46.0,10.83,0.0,0.0,10.415,0.0,0.0,e
Whole Chocolate Milk,86.95652173913,9.6618357487923,2.1739130434783,0.24154589371981,0.0,0.24154589371981,3.6231884057971,e
Alkaline water,3.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,b
Market District Orange Flavored Soda,50.704225352113,12.676056338028,0.0,0.0,0.0,0.0,0.0,e
Creme flavored soda,42.253521126761,10.422535211268,0.0,0.0,0.0,0.0,0.0,e
QT Bruschetta Mix,155.0,3.38,4.35,0.785,0.0,1.45,7.25,e
Ibarra mexican chocolate,454.54545454545,68.181818181818,6.8181818181818,0.0,0.0,4.5454545454545,4.5454545454545,e
Soya iced coffee drink,41.0,3.6,0.1,0.05,13.0,0.0,1.9,d
Black cherry juice concentrate,250.0,45.0,0.0,0.125,0.0,2.5,2.5,e
"KEFIR strawberry, rhubarb & Aloe cultured yogurt",67.0,7.2,1.0,0.13,0.0,0.0,3.7,e
Kefir Blueberry & Acai cultured yogurt,72.0,8.0,1.0,0.1,0.0,0.0,3.8,e
"Buchi, Sovereign, Kombucha, Ginger, Peach, Molasses",19.0,4.44,0.0,0.015,39.5833333333333,0.0,0.0,d
Cranberry Light 50,20.8,4.17,0.0,0.0521,33.75,0.0,0.0,d
Cranberry energy juice drink,14.0,3.73,0.0,0.05,35.4166666666667,0.0,0.0,c
"Ocean spray, cran energy, energy juice drink, raspberry",14.0,3.63,0.0,0.05,34.0460526315789,0.0,0.0,c
Cranberry Lemonade,2.0,0.21,0.0,0.04,10.4166666666667,0.0,0.0,c
"Energy juice drink, cranberry raspberry",14.0,3.63,0.0,0.05,34.0460526315789,0.0,0.0,c
Cranberry Energy Juice Drink,13.527223537369,3.043625295908,0.0,0.05918160297599,0.0,0.0,0.0,c
"Ocean spray, classic iced tea, cranberry",38.0,9.58,0.0,0.01,8.85499999999999,0.0,0.0,e
"Classic Iced Tea, White Cranberry Peach",38.0,9.58,0.0,0.0425,4.85909598214285,0.0,0.0,e
"Cranberry infused sparkling water, cranberry raspberry blackberry",3.0,0.29,0.0,0.015,10.7142857142857,0.0,0.0,c
"Cranberry infused sparkling water, cranberry pineapple passionfruit",3.0,0.29,0.0,0.015,10.7142857142857,0.0,0.0,c
Juice,38.0,9.58,0.0,0.0,7.29,0.0,0.0,e
"Diet tea, cranberry",2.0,0.42,0.0,0.0375,22.7272727272727,0.0,0.0,c
"Cran-lemonade sparkling cranberry lemonade with another juice from concentrate, cran-lemonade",36.0,9.68,0.0,0.03,31.11328125,0.0,0.0,e
Cranberry,4.02,0.72,0.0,0.015,9.5,0.0,0.0,c
"Ocean spray, cran lemonade, cranberry lemonade with another juice",46.0,11.67,0.0,0.13,20.0520833333333,0.0,0.0,e
"Ocean spray, cran lemonade, cranberry lemonade with another juice",47.0,11.86,0.0,0.1275,20.1923076923077,0.0,0.0,e
"Ocean spray, cran-lemonade, diet juice drink, cranberry, lemonade",3.0,0.34,0.0,0.0425,35.2604166666667,0.0,0.0,c
Cranberry classic,50.0,11.6,0.0,0.0,0.0,0.0,0.0,b
Cranberry blackcurrant juice,52.0,12.2,0.0,0.0,20.0,0.0,0.0,e
Wave sparkling water - mango & passion fruit flavour,4.17,0.833,0.0,0.0,0.0,0.0,0.0,c
Juice,2.0,0.42,0.0,0.0475,34.8214285714286,0.0,0.0,c
Cran-raspberry,44.0,10.8,0.0,0.04,0.0,0.0,0.0,e
"Carbonated beverage with sweeteners, sparkling cranberry",2.0,0.5,0.0,0.0,0.75,0.0,0.0,c
Ocean Spray Cranberry Classic Juice Drink (1LT),23.0,4.7,0.0,0.02,29.35,0.0,0.0,d
Turmeric curcumin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Ohio cider blended with gala,50.0,12.5,0.0,0.0625,0.0,0.0,0.0,e
Drinking water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Cola,48.0,12.11,0.0,0.0175,0.0,0.0,0.0,e
Soda,56.0,13.8,0.0,0.0175,0.0,0.0,0.0,e
Soda,51.0,12.68,0.0,0.0175,0.0,0.0,0.0,e
"Soda, strawberry",51.0,12.68,0.0,0.0175,0.0,0.0,0.0,e
"Soda , lemon lime",45.0,11.27,0.0,0.0175,0.0,0.0,0.0,e
"Fiesta!, Soda, Ginger Ale",46.0,11.25,0.0,0.015,0.0,0.0,0.0,e
"Fiesta!, Cola",46.0,11.67,0.0,0.015,0.0,0.0,0.0,e
"Fiesta!, Diet Cola",0.0,0.0,0.0,0.015,0.0,0.0,0.0,b
"Fiesta!, soda, lemon, lime, lemon lime",46.0,11.25,0.0,0.015,0.0,0.0,0.0,e
"Fiesta!, Soda, Grape",50.0,12.5,0.0,0.015,0.0,0.0,0.0,e
"Fiesta!, soda, root beer, root beer",50.0,12.08,0.0,0.015,0.0,0.0,0.0,e
"Fiesta!, soda, strwaberry, strwaberry",50.0,12.5,0.0,0.015,0.0,0.0,0.0,e
"Fiesta!, Soda, Orange",54.0,13.75,0.0,0.015,0.0,0.0,0.0,e
"Soda, black cherry",51.0,12.39,0.0,0.0175,0.0,0.0,0.0,e
"Fiesta!, Dr. Fiesta Soda",46.0,11.25,0.0,0.0,0.0,0.0,0.0,e
"Fiesta!, Mountain Fiesta",50.0,12.92,0.0,0.0,0.0,0.0,0.0,e
"Aj's Fine Foods, Sparkling Soda, French Lemonade",38.0,9.17,0.0,0.0,0.0,0.0,0.0,e
Sparkling Soda,38.0,9.17,0.0,0.0,0.0,0.0,0.0,e
Sparkling Soda,38.0,9.17,0.0,0.0,2.0,0.0,0.0,e
Enhanced water beverage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
"Electrolyte water enhanced water beverage, blue-blackberry",0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
"Sparkletts, Sparking Water",0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
"Sparkletts, Sparkling Water, Raspberry",0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
"Sparkletts, Sparkling Water, Lemon Lime",0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Sparkling Water,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,b
"Sparkletts, Sparkling Water, Raspberry",0.0,0.0,0.0,0.0025,0.0,0.0,0.0,b
"Sparkletts, Sparkling Water, Lemon Lime",0.0,0.0,0.0,0.0025,0.0,0.0,0.0,b
"Sparkletts, Ice Sparkling Water, Orange Mango",0.0,0.0,0.0,0.0,23.8095238095238,0.0,0.0,b
"Sparkletts Ice, Sparkling Water, Black Raspberry",0.0,0.0,0.0,0.0,23.6842105263158,0.0,0.0,b
Sparkling Water,0.0,0.0,0.0,0.0,2.5,0.0,0.0,b
Sparkletts Sparkling Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
"Sparkletts, Sparkling Ice Water, Kiwi Strawberry",0.0,0.0,0.0,0.0,23.8095238095238,0.0,0.0,b
Supreme soda,42.0,10.45,0.0,0.0075,0.0,0.0,0.0,e
Classic Cranberry Juice Drink,25.0,5.83,0.0,0.0212,0.0,0.0,0.0,d
"Juice Drink, Apple",25.0,5.8333333333333,0.0,0.020833333333333,0.0,0.0,0.0,d
"Wild cherry sparkling beverage, wild cherry",0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
"Strawberry kiwi sparkling beverage, strawberry kiwi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Classic Lemonade,42.0,11.67,0.0,0.0375,10.4166666666667,0.0,0.0,e
Purified Water 1G(3.67L),0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
"Strawberry lemonade flavored drink from concentrate, strawberry lemonade",46.0,11.25,0.0,0.03,5.0,0.0,0.0,e
"Mountain mist flavored soda, mountain mist",56.0,13.61,0.0,0.0175,0.0,0.0,0.0,e
"Orange caffeine free soda, orange",47.0,11.39,0.0,0.02,0.0,0.0,0.0,e
"Lemon lime caffeine free soda, lemon lime",42.0,10.0,0.0,0.0275,0.0,0.0,0.0,e
"Cola flavored soda, cola",39.0,10.0,0.0,0.0,0.0,0.0,0.0,e
"Mountain mist soda, mountain mist",56.0,13.61,0.0,0.0175,0.0,0.0,0.0,e
"Robust, Energy Drink",48.0,11.2,0.0,0.22352,0.0,0.0,0.4,e
"Robust, Energy Drink",45.0,10.4,0.0,0.1778,0.205,0.0,0.4,e
Dorian,150.0,41.0,0.0,0.075,0.0,0.0,0.0,e
Chocolate Skim Milk,55.084745762712,8.8983050847458,0.0,0.21186440677966,0.0,0.0,3.3898305084746,a
Chocolate milk,93.333333333333,11.25,2.0833333333333,0.23958333333333,0.0,0.0,3.3333333333333,e
Chocolate milk,87.5,9.1666666666667,2.0833333333333,0.23958333333333,0.0,0.0,3.3333333333333,e
"Go Bananas Soda, Banana",52.0,13.2,0.0,0.005,0.0,0.0,0.0,e
"Chubby, Reggae Red Soda",52.0,13.2,0.0,0.005,0.0,0.0,0.0,e
"Chubby, Orange Soda, Orange",40.0,10.0,0.0,0.02,0.0,0.0,0.0,e
Rock N' Rolla Cola,44.0,11.2,0.0,0.0102,0.0,0.0,0.0,e
"Caffeine Free Tutti Frutti Soda, Tutti Frutti",52.0,13.2,0.0,0.005,0.0,0.0,0.0,e
GingsengUp Ginger Ale,33.802816901408,8.4507042253521,0.0,0.0,0.0,0.0,0.0,e
Root beer,45.0,11.83,0.0,0.0075,0.0,0.0,0.0,e
Ginger ale,37.0,8.45,0.0,0.0075,0.0,0.0,0.0,e
Cream soda,39.0,9.58,0.0,0.0075,0.0,0.0,0.0,e
Soda,39.0,9.58,0.0,0.0075,9.58,0.0,0.0,e
Hershey Giant Milk Chocolate,487.0,56.7,18.9,0.2,0.0,0.0,8.1,e
Strawberry milk 2%,76.271186440678,9.7457627118644,1.271186440678,0.16949152542373,0.0,0.0,3.3898305084746,e
Hershey's Chocolate Milk,81.3,11.4,1.22,0.102,0.0,0.0,3.25,b
Chocolate Milk,88.135593220339,11.016949152542,2.1186440677966,0.15783898305085,0.0,0.0,3.3898305084746,e
chocolate milk,88.1356,11.0169,2.1186,0.157839,0.0,0.0,2.9661,e
"Zeigler's, gala blend apple cider",50.0,12.5,0.0,0.0625,85.0,0.0,0.0,d
Original Lemonade,44.444444444444,10.555555555556,0.0,0.0,5.277777777778,0.0,0.0,e
Caramel Apple Cider,50.0,11.25,0.0,0.0,0.0,0.0,0.41666666666667,e
"Zeigler's, Premium Lemon Tea",42.0,10.0,0.0,0.01,0.0,0.0,0.0,e
"Zeigler's, Old Fashioned Pink Lemonade Beverage",46.0,8.75,0.0,0.01,4.375,0.0,0.0,e
Sparkling Mineral Water Plain,0.0,0.0,0.0,0.041666666666667,0.0,0.0,0.0,b
"Trader joe's, sparkling mineral water, lemon",0.0,0.0,0.0,0.0375,0.0,0.0,0.0,b
Sparkling mineral water,2.0833333333333,0.0,0.0,0.036458333333332,0.0,0.0,0.0,b
Chocolate milk,55.084745762712,9.7457627118644,0.0,0.16949152542373,0.0,0.0,3.3898305084746,e
Organic cold brew coffee,79.0,9.17,1.67,0.1775,0.0,0.4,3.33,e
Sparkling mineral water Trader Joe’s,0.0,0.0,0.0,4.2857142857143,0.0,0.0,0.0,e
Lemon And Lime Water,12.0,0.4,0.1,0.03,24.1477272727273,0.1,0.1,c
Diet root beer,0.0,0.0,0.0,0.0375,0.0,0.0,0.0,b
Pure old fashioned apple cider,50.0,11.67,0.0,0.005,0.0,0.0,0.0,e
Antioxidant super juice,50.0,11.67,0.0,0.005,0.0,0.0,0.0,e
Old fashioned cider,50.0,10.83,0.0,0.025,0.0,0.0,0.0,e
100% fruit juice,54.0,11.67,0.0,0.025,0.0,0.0,0.0,e
100% fruit juice,50.0,10.83,0.0,0.025,0.0,0.0,0.0,e
100% fruit juice,50.0,10.83,0.0,0.02,4.16666666666667,0.0,0.0,e
Lemonade,46.0,11.25,0.0,0.015,5.625,0.0,0.0,e
Old fashioned pink lemonade,46.0,11.25,0.0,0.015,5.625,0.0,0.0,e
Old fashioned lemonade,46.0,9.17,0.0,0.02,4.585,0.0,0.0,e
Old fashioned cider mill blueberry lemonade,42.0,10.0,0.0,0.025,10.0,0.0,0.0,e
Old fashioned strawberry lemonade,38.0,9.17,0.0,0.02,9.17,0.0,0.0,e
Lemonade,46.0,9.17,0.0,0.02,4.585,0.0,0.0,e
Blueberry lemonade,42.0,10.0,0.0,0.025,10.0,0.0,0.0,e
100% Apple Cider,50.0,10.8,0.0,0.026,0.0,0.0,0.0,e
Honey crisp apple cider,50.0,11.67,0.0,0.005,0.0,0.0,0.0,e
Lemon ginger cider,50.0,10.83,0.0,0.02,4.16666666666667,0.0,0.0,e
"Clover valley, sweet tea, original",33.0,9.17,0.0,0.015,0.0,0.0,0.0,e
"Clover valley, iced tea, lemon",33.0,7.92,0.0,0.02,0.0,0.0,0.0,e
"Clover valley, sweet tea, peach",33.0,9.17,0.0,0.015,0.0,0.0,0.0,e
Iced tea,33.0,7.92,0.0,0.02,0.0,0.0,0.0,e
Sweet tea brewed tea,34.0,8.02,0.0,0.025,0.0,0.0,0.0,e
Sweet tea,25.0,6.75,0.0,0.0225,0.0,0.0,0.0,d
Sunrise Flavored Drink,14.58,3.75,0.0,0.0159,1.45089285714286,0.0,0.0,d
Grape flavored drink,17.0,3.75,0.0,0.015,0.0,0.0,0.0,d
Arcadia sunrise flavored drink,17.0,3.75,0.0,0.015,0.18028846153846,0.0,0.0,d
Sweet tea,33.0,9.17,0.0,0.015,0.0,0.0,0.0,e
Peach tea,33.0,8.75,0.0,0.015,0.0,0.0,0.0,e
Vitamin hydration drink,17.0,2.08,0.0,0.0675,0.0,0.0,0.0,c
Natural Chocolate,533.96901072706,2.3837902264601,42.908224076281,0.89392133492252,0.0,10.4,19.070321811681,e
"Natural vanilla flavor ketogenic meal shake, vanilla",605.0,0.0,23.68,1.0525,0.0,7.9,26.32,e
10 day Green smoothie,333.33333333333,20.0,0.0,2.5,0.0,13.333333333333,16.866666666667,e
10 day green smoothie,333.33333333333,0.0,0.0,0.93333333333333,0.0,6.6666666666667,20.0,d
"Johnnie Ryan, Delicious Cola, Cane Sugar Soda",47.0,12.06,0.0,0.0375,0.0,0.0,0.0,e
Diet Soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
Ucc original coffee with milk,42.0,7.42,0.15,0.125,0.0,0.1,1.48,e
"Mocha 100% arabica iced latte coffee drink, mocha",57.0,10.12,0.49,0.1225,0.0,0.0,1.48,e
"Vanilla iced latte coffee drink, vanilla",57.0,10.37,0.49,0.105,0.0,0.0,1.48,e
Whole Milk,62.5,4.58,2.08,0.125,0.0,0.0,3.33,b
Chocolate Milk,83.333333333333,10.416666666667,2.0833333333333,0.20833333333333,0.0,0.41666666666667,3.3333333333333,e
Chocolate Milk,88.0,10.42,2.08,0.22,0.0,0.4,3.33,c
Chocolate Milk,63.559322033898,10.169491525424,0.63559322033898,0.21186440677966,0.0,0.0,3.3898305084746,e
Premium iced tea - lemon flavored,38.1,9.09,0.0,0.0159,0.0,0.0,0.0,e
"Peach Soda, Peach",48.0,12.96,0.0,0.0254,0.0,0.0,0.0,e
"Food lion, seltzer water, original",0.0,0.0,0.0,0.0025,0.0,0.0,0.0,b
Original Seltzer Water,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,b
"Food lion, tonic water - contains quinine",37.0,9.58,0.0,0.025,0.0,0.0,0.0,e
"Food lion, club soda",0.0,0.0,0.0,0.0025,0.0,0.0,0.0,b
Seltzer Water,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,b
"Food lion, seltzer water, mandarin orange, mandarin orange",0.0,0.0,0.0,0.0025,0.0,0.0,0.0,b
"Seltzer Water, Raspberry",0.0,0.0,0.0,0.0025,0.0,0.0,0.0,b
Seltzer water,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,b
"Food lion, original seltzer water",0.0,0.0,0.0,0.0025,0.0,0.0,0.0,b
Black cherry flavored sparkling water beverage,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,b
Kiwi-strawberry flavored sparkling water beverage,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,b
Key lime flavored sparkling water beverage,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,b
Tonic Water Contains Quinine,37.0,8.78,0.0,0.03,0.0,0.0,0.0,e
