product_name,energy-kcal_100g,sugars_100g,saturated-fat_100g,salt_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,fiber_100g,proteins_100g,energy_points,sugars_points,saturated_fat_points,salt_points,fruits_points,fiber_points,proteins_points,total_negative_points,total_positive_points,total_score,nutriscore_grade
Raspberry Lemonade,33,8.75,0,0.015,5.369318182,0,0,5,6,0,0,0,0,0,11,0,11,D
Raspberry Tea,29,7.08,0,0.01,0,0,0,5,5,0,0,0,0,0,10,0,10,C
Lemonade,33,8.33,0,0,4.165,0,0,5,6,0,0,0,0,0,11,0,11,D
Orange Drink,38,9.17,0,0,7.085,0,0,6,7,0,0,0,0,0,13,0,13,D
TEA,33,8.33,0,0,0,0,0,5,6,0,0,0,0,0,11,0,11,D
Sweet Tea,29,7.08,0,0.005,0,0,0,5,5,0,0,0,0,0,10,0,10,C
Sweet tea,33,8.61,0,0.015,0,0,0,5,6,0,0,0,0,0,11,0,11,D
Iced tea,23,5.07,0,0.0175,0,0,0,4,4,0,0,0,0,0,8,0,8,C
Diet Iced Tea,2,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Chocolate milk,87.5,11.25,1.875,0.177083333,0,0,3.333333333,10,8,1,1,0,0,2,20,2,18,D
Artifically Flavored Strawberry Whole Milk,79.16666667,10,1.875,0.114583333,0,0,2.916666667,10,7,1,1,0,0,1,19,1,18,D
"1% Low Fat Chocolate Milk, Chocolate",62,10,0.62,0.1875,0,0,3.33,9,7,0,2,0,0,2,18,2,16,D
"Iced Tea, Sugar Sweetened Iced Tea Mix",368,94.74,0,0,0,0,0,10,10,0,0,0,0,0,20,0,20,E
Caffeine Free Root Beer,45,12.39,0,0.0325,0,0,0,7,9,0,0,0,0,0,16,0,16,D
"Weis, cola",42,11.83,0,0.025,0,0,0,6,8,0,0,0,0,0,14,0,14,D
Caffeine Free Ginger Ale,39,10.42,0,0.025,0,0,0,6,7,0,0,0,0,0,13,0,13,D
Soda,54,14.65,0,0.0325,0,0,0,8,10,0,0,0,0,0,18,0,18,D
"Caffeine free lemon lime flavored soda, lemon lime",39,10.7,0,0.025,0,0,0,6,8,0,0,0,0,0,14,0,14,D
Caffeine free cream diet soda,0,0,0,0.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Caffeine free diet weis up lemon lime flavored soda,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Caffeine free cream soda,45,12.39,0,0.0275,0,0,0,7,9,0,0,0,0,0,16,0,16,D
Caffeine free grape soda,54,14.08,0,0.0275,0.703125,0,0,8,10,0,0,0,0,0,18,0,18,D
Caffeine free fruit punch soda,48,12.96,0,0.0275,0,0,0,7,9,0,0,0,0,0,16,0,16,D
Caffeine free ginger ale soda,39,10.42,0,0.025,0,0,0,6,7,0,0,0,0,0,13,0,13,D
Caffeine free diet white birch beer soda,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Caffeine free old fashioned white birch beer,48,11.83,0,0.0025,0,0,0,7,8,0,0,0,0,0,15,0,15,D
Caffeine free lemon lime flavored soda,39,10.7,0,0.025,0,0,0,6,8,0,0,0,0,0,14,0,14,D
Caffeine free root beer soda,45,12.39,0,0.0325,0,0,0,7,9,0,0,0,0,0,16,0,16,D
"Original seltzer, original",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Original Seltzer,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Lemon lime seltzer, lemon lime",0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Raspberry flavored seltzer,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Black cherry seltzer, black cherry",0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Mandarin orange seltzer,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Lemon flavored seltzer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Lime flavored seltzer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Weis, original seltzer",0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
raspberry seltzer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Weis quality, seltzer, black cherry",0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Weis quality, seltzer, mandarin orange",0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Lemon flavored seltzer, lemon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Lime flavored seltzer, lime",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Lemon lime flavored seltzer,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Orange vanilla cream seltzer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Weis quality, flavored seltzer, pomegranate",0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Watermelon flavored seltzer,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Seltzer,0.281690141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Original tonic water,36,9.44,0,0,0,0,0,6,7,0,0,0,0,0,13,0,13,D
Diet calorie free tonic water,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Original club soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Original seltzer,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Raspberry Flavored Seltzer,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Orange mango sparkling fruit beverage,2,0.4,0,0.005,23.68421053,0,0,0,1,0,0,0,0,0,1,0,1,B
Nutrient Enhanced Water Beverage,21,5.42,0,0,5.42,0,0,3,4,0,0,0,0,0,7,0,7,C
Nutrient Enhanced Water Beverage,21,5.42,0,0,0,0,0,3,4,0,0,0,0,0,7,0,7,C
Nutrient enhanced water beverage,21,5.42,0,0,5.42,0,0,3,4,0,0,0,0,0,7,0,7,C
"Nergy, vita - plus nutrient enhanced water beverage, lemonade",21,5.42,0,0,0,0,0,3,4,0,0,0,0,0,7,0,7,C
"Vnergy, water beverage, pomegranate",21,5.42,0,0,10,0,0,3,4,0,0,0,0,0,7,0,7,C
Key lime sparkling water,1,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Soda, black cherry",48,12.96,0,0.0275,0,0,0,7,9,0,0,0,0,0,16,0,16,D
Peach Sparkling Water,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Raspberry sparkling water beverage,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Black cherry sparkling water, black cherry",0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Strawberry kiwi sparkling water beverage,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
White grape sparkling water beverage,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Tropical fruit sparkling water,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Natural Spring Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Caffeine free weis up soda,39,10.7,0,0.025,0,0,0,6,8,0,0,0,0,0,14,0,14,D
"Lemon lime flavored diet soda, lemon lime",0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Diet white birch beer soda,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Caffeine free diet root beer soda,0,0,0,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Caffeine free diet cream soda,0,0,0,0.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Orange flavored soda,54,14.65,0,0.0325,0,0,0,8,10,0,0,0,0,0,18,0,18,D
White birch beer soda,48,11.55,0,0.0025,0,0,0,7,8,0,0,0,0,0,15,0,15,D
Caffeine free birch beer,48,11.83,0,0.0025,0,0,0,7,8,0,0,0,0,0,15,0,15,D
"Black cherry caffeine free soda, black cherry",48,12.96,0,0.0275,0,0,0,7,9,0,0,0,0,0,16,0,16,D
Old fashioned white birch beer soda,48,11.83,0,0.0025,0,0,0,7,8,0,0,0,0,0,15,0,15,D
Fruit punch soda,48,12.96,0,0.0275,0,0,0,7,9,0,0,0,0,0,16,0,16,D
Spring Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Strawberry sparkling water beverage, strawberry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Black cherry sparkling water beverage, black cherry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
chocolate milk,62.5,9.166666667,0.625,0.208333333,0,0,3.333333333,9,7,0,2,0,0,2,18,2,16,D
"French vanilla iced coffee, french vanilla",71,11.39,0.71,0.09,0,0,2.14,10,8,0,1,0,0,1,19,1,18,D
"Mocha iced coffee, mocha",71,11.39,0.71,0.09,0,0,2.14,10,8,0,1,0,0,1,19,1,18,D
Seasonal blend iced coffee,68,11.74,0.71,0.2225,0,0,2.14,10,8,0,2,0,0,1,20,1,19,E
"Citrus green tea, citrus",20,5.4,0,0.0175,0,0,0,3,4,0,0,0,0,0,7,0,7,C
Suds root beer,48,12.68,0,0.02,0,0,0,7,9,0,0,0,0,0,16,0,16,D
"Summit, Citrus Twist, Lemon Lime",39,10.42,0,0.02,0,0,0,6,7,0,0,0,0,0,13,0,13,D
Naturally flavored soda,56,13.61,0,0.02,0,0,0,8,10,0,0,0,0,0,18,0,18,D
"Lemon lime citrus twist soda, lemon lime",42,10,0,0.02,0,0,0,6,7,0,0,0,0,0,13,0,13,D
Dr. dazzle soda,42,11.27,0,0.025,0,0,0,6,8,0,0,0,0,0,14,0,14,D
"Mountain frost citrus flavored soda, citrus",54,13.24,0,0.02,0,0,0,8,9,0,0,0,0,0,17,0,17,D
"Lemonade flavored water beverage, lemonade",3,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Cranberry flavored water beverage, cranberry",3,0,0,0.025,2.5,0,0,0,0,0,0,0,0,0,0,0,0,B
"Strawberry lemonade flavored water beverage, strawberry lemonade",1,0,0,0.025,1.538461538,0,0,0,0,0,0,0,0,0,0,0,0,B
"Unsweetened all natural belle vie pure sparkling water, unsweetened",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Unsweetened belle vie lemon lime sparkling water, unsweetened lemon lime",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Cola,48,12.11,0,0.0025,0,0,0,7,9,0,0,0,0,0,16,0,16,D
Sparkling frost,2,0.4,0,0.005,28.52941176,0,0,0,1,0,0,0,0,0,1,0,1,B
"Citrus spritz, citrus",45,10.99,0,0.02,0,0,0,7,8,0,0,0,0,0,15,0,15,D
"Unsweetened belle vie berry sparkling water, unsweetened belle vie berry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Juicy peach sparkling water, juicy peach",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"White grape sparkling water, white grape",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Iced tea & lemonade,38,9.17,0,0.0375,4.585,0,0,6,7,0,0,0,0,0,13,0,13,D
Black tea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Grapefruit seltzer water, grapefruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Sparkling frost water beverage, coconut pineapple",2,0.4,0,0.005,23.61111111,0,0,0,1,0,0,0,0,0,1,0,1,B
"Sparkling frost, sparkling water beverage, cherry limeade",2,0.4,0,0.005,33.91304348,0,0,0,1,0,0,0,0,0,1,0,1,B
Sparkling frost,2,0.4,0,0.005,23.68421053,0,0,0,1,0,0,0,0,0,1,0,1,B
Sparkling frost water,2,0.2,0,0.005,23.61111111,0,0,0,1,0,0,0,0,0,1,0,1,B
"Nature's nectar, kid's lemonade",45,10.5,0,0.045,5.25,0,0,7,8,0,0,0,0,0,15,0,15,D
Sweet mango lemonade,38,7.92,0,0.0375,8.96,0,0,6,6,0,0,0,0,0,12,0,12,D
"Sweet iced tea, sweet",33,8.89,0,0.01,0,0,0,5,6,0,0,0,0,0,11,0,11,D
"Unsweetened iced tea, unsweetened",0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Lemon flavored sparkling water, lemon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Grapefruit belle vie flavored sparkling water, grapefruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Strawberry pineapple sparkling water, strawberry, pineapple",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Organic sweet tea,33,8.06,0,0,0,0,0,5,6,0,0,0,0,0,11,0,11,D
Organic unsweet tea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Spring water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Puraqua, natural italian sparkling mineral water",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
La vie sparkling water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Organic cold brew coffee, guatemalan",0,0,0,0.0275,0,0,0.36,0,0,0,0,0,0,0,0,0,0,B
"Sweet black tea, sweet",29,7.5,0,0,0,0,0,5,6,0,0,0,0,0,11,0,11,D
"Unsweetened black tea, unsweetened",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Premium italian sparkling natural mineral water,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Organic green tea,8,2.12,0,0.005,0,0,0,1,2,0,0,0,0,0,3,0,3,C
Organic black tea,8,2.12,0,0.005,0,0,0,1,2,0,0,0,0,0,3,0,3,C
Belle vie pure sparkling water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Sweetened iced tea, sweetened",33,5.28,0,0,0,0,0,5,4,0,0,0,0,0,9,0,9,C
High protein nutrition shake,49,0.31,0.31,0.1625,0,0.9,9.23,7,1,0,1,0,1,5,9,6,3,C
Unsweetened mocha organic cold brew coffee,2,0,0,0.03,0,0,0.36,0,0,0,0,0,0,0,0,0,0,B
Organic cold brew coffee,2,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Berry nirvana organic kombucha, berry nirvana",19,4.44,0,0.01,25,0,0,3,3,0,0,0,0,0,6,0,6,C
San pellegrino aranciata,36.36363636,8.181818182,0,0,0,0,0,6,6,0,0,0,0,0,12,0,12,D
Sanpellegrino limonata,33.33333,26,0,0,20.83333333,0,0,5,10,0,0,0,0,0,15,0,15,D
San Pellegrino Ginger Beer,40,9,0,0,0,0,0,6,7,0,0,0,0,0,13,0,13,D
Ginger beer,40,9,0,0,0,0,0,6,7,0,0,0,0,0,13,0,13,D
Essenza,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Dark morello cherry & pomegranate flavored mineral water,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Italian sparkling drinks,40,8.5,0,0,0,0,0,6,6,0,0,0,0,0,12,0,12,D
Italian sparkling moments,10.60606061,2.121212121,0,0,0,0,0,1,2,0,0,0,0,0,3,0,3,C
Sanpellegrino,40,8,0,0,0,0,0,6,6,0,0,0,0,0,12,0,12,D
Italian sparkling drink,33.33333333,7.878787879,0,0,0,0,0,5,6,0,0,0,0,0,11,0,11,D
Panna Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Momenti,10.60606061,2.121212121,0,0,2.121212121,0,0,1,2,0,0,0,0,0,3,0,3,C
San pellegrino water sparkling mineral,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Natural Spring Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Arancita Rossa Italian Sparkling Drinks,39.39393939,8.787878788,0,0,0,0,0,6,6,0,0,0,0,0,12,0,12,D
Sparkling Natural Mineral Water,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Sparkling natural mineral water,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Sparkling Natural Mineral Water,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Natural Sparkling Water,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,1,0,1,B
Sparkling natural mineral water,0,0,0,0.00833,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Sanpellecrino Orange,33.3,7.87,0,0,23.07692308,0,1,5,6,0,0,0,0,0,11,0,11,D
Sparkling Natural Mineral Water,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Flavored mineral water, tangerine & wild strawberry",0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Tangerine & wild strawberry flavored mineral water, tangerine & wild strawberry",0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Sparkling natural mineral water,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Sparkling natural mineral water,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,B
S.PELLEGRINO ESSENZA Dark morello cherry & pomegranate,0,0,0,0.00758,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Essenza dark morello cherry & pomegranate flavored mineral water,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Flavored mineral water with natural co2 added, dark morello cherry & pomegranate",0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Lemon & lemon zest flavored mineral water, lemon & lemon zest",0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Flavored mineral water, lemon & lemon zest",0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Flavored mineral water,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Essenza, dark morello cherry & pomegranate",0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Tangerine & wild strawberry, lemon & lemon zest, dark morello cherry & pomegranate flavored mineral water",0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Sparkling organic juice and tea beverage blend limone & te,20,4.8,0,0,0,0,0,3,4,0,0,0,0,0,7,0,7,C
Carbonated Natural Mineral Water,0,0,0,0.00758,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Lemon & Lemon Zest Essenza,0,0,0,0.00758,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Italian sparkling citrus beverage,45,11.5,0,0.05,0,0,0,7,8,0,0,0,0,0,15,0,15,D
"Acqua Panna, Natural Spring Water",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Carbonated natural mineral water,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Key lime sparkling water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Original sparkling mineral water,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Sparkling mineral water,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Lime sparkling mineral water,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Lemonade flavored beverage, lemonade",54,13.75,0,0.0375,11.25,0,0,8,10,0,0,0,0,0,18,0,18,D
first street sports drink,25.38071066,6.091370558,0,0.122673435,0,0,0,4,5,0,1,0,0,0,10,0,10,C
Sports drink,21.99661591,5.922165821,0,0.118443316,0,0,0,4,4,0,1,0,0,0,9,0,9,C
Sports Drink Lemon Lime,25.38071066,6.091370558,0,0.131133672,0,0,0,4,5,0,1,0,0,0,10,0,10,C
First street kiwi strawberry thirst puncher artificially,29.1667,7.0833,0,0.03645825,17.11309524,0,0,5,5,0,0,0,0,0,10,0,10,C
Sparkling glacier,2,0.4,0,0.005,23.68421053,0,0,0,1,0,0,0,0,0,1,0,1,B
"Blackberry raspberry flavored sparkling water beverage, blackberry raspberry",2,0.4,0,0.005,23.4375,0,0,0,1,0,0,0,0,0,1,0,1,B
Orange mango flavored sparkling water beverage,2,0.4,0,0.005,23.68421053,0,0,0,1,0,0,0,0,0,1,0,1,B
Lemonade from concentrate,42,9.17,0,0.0375,3.5425,0,0,6,7,0,0,0,0,0,13,0,13,D
Green tea,33,8.33,0,0.0625,0,0,0,5,6,0,0,0,0,0,11,0,11,D
"Horchata rice drink concentrate with cinnamon, cinnamon",425,77.5,1.25,0.0625,11.66666667,0,2.5,10,10,1,0,0,0,1,21,1,20,E
Alkaline+ water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Alkaline water plus electrolytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Water,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Organic Raw Kombucha,7.399577167,0.845665962,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,B
"Kickapoo, Carbonated Drink",54,13.52,0,0.0075,0,0,0,8,10,0,0,0,0,0,18,0,18,D
"Kickapoo, Fuzzy Navel Carbonated Drink, Peach",54,13.24,0,0.0075,0,0,0,8,9,0,0,0,0,0,17,0,17,D
"Mason's, Real Root Beer Soda",45,11.27,0,0.035,0,0,0,7,8,0,0,0,0,0,15,0,15,D
Almond Protein Powder,412.6984127,7.936507937,3.174603175,0.952380952,0,23.80952381,31.74603175,10,6,3,10,0,5,5,29,10,19,E
"High protein complete nutritional drink, rich chocolate",101,6.33,0.42,0.2325,1.5825,0,8.44,10,5,0,2,0,0,5,17,5,12,D
"Very vanilla complete nutritional drink, very vanilla",101,6.33,0.42,0.2325,1.5825,0,8.44,10,5,0,2,0,0,5,17,5,12,D
"Nutritional drink, dark chocolate",80,5.06,0.42,0.17,2.53,0.4,4.22,10,4,0,1,0,0,2,15,2,13,D
"Nutritional drink, vanilla bean",80,5.06,0,0.17,2.53,0.4,4.22,10,4,0,1,0,0,2,15,2,13,D
Rich chocolate high protein balanced nutritional drink,51,0.42,0.42,0.2425,0.381540698,0,9.28,8,1,0,2,0,0,5,11,5,6,C
Boost glucose control,80.16877637,1.687763713,0.421940928,0.210970464,3.246527778,1.265822785,6.751054852,10,2,0,2,0,1,4,14,5,9,C
Glucose control balanced nutritional drink,80.16877637,1.687763713,0.421940928,0.221518987,3.152598505,1.265822785,6.751054852,10,2,0,2,0,1,4,14,5,9,C
Glucose control,80.16877637,1.687763713,0.421940928,0.210970464,3.246527778,1.265822785,6.751054852,10,2,0,2,0,1,4,14,5,9,C
"Balanced nutritional drink, vanilla",76,1.69,0.42,0.21,3.103298611,1.3,6.33,10,2,0,2,0,1,3,14,4,10,C
"Rich chocolate complete nutritional drink, rich chocolate",93,5.06,0.42,0.19,2.53,0.4,9.28,10,4,0,2,0,0,5,16,5,11,D
"Very vanilla original complete nutritional drink, very vanilla",101,8.44,0.42,0.1575,2.347473958,1.3,4.22,10,6,0,1,0,1,2,17,3,14,D
"Boost, high protein complete nutritional drink, very vanilla, very vanilla",101,9.7,0.42,0.21,2.425,0,6.33,10,7,0,2,0,0,3,19,3,16,D
Boost plus complete nutritional drink very vanilla bottle,151.8987342,9.282700422,0.843881857,0.210970464,0.091662771,0.421940928,5.907172996,10,7,0,2,0,0,3,19,3,16,D
Boost Max Women Nutritional shake,49.23076923,0.307692308,0.307692308,0.238461538,0,0,9.230769231,7,1,0,2,0,0,5,10,5,5,C
"Chocolate sensation complete nutritional drink, chocolate sensation",357,54.76,0,0.595,0,2.4,14.29,10,10,0,6,0,3,5,26,8,18,D
"Low fodmap nutritional drink, chocolate",72,2.53,0.42,0.1575,0,1.3,6.33,10,2,0,1,0,1,3,13,4,9,C
"Chocolate sensation complete nutritional drink, chocolate sensation",101,6.33,0.42,0.21,1.5825,0,6.33,10,5,0,2,0,0,3,17,3,14,D
"Low fodmap drink, french vanilla",72,2.53,0.42,0.1575,0,1.3,6.33,10,2,0,1,0,1,3,13,4,9,C
"Nestle health science, pronourish, low fodmap nutritional drink, strawberry banana, strawberry banana",72,2.53,0.42,0.1575,0,1.3,6.33,10,2,0,1,0,1,3,13,4,9,C
Boost Balanced nutrional drink,76,0,0,0.2325,3.125,1.3,6.33,10,0,0,2,0,1,3,12,4,8,C
Calorie smart balanced nutritional drink rich chocolate,75.94936709,1.687763713,0.421940928,0.221518987,3.043619792,1.3,6.329113924,10,2,0,2,0,1,3,14,4,10,C
"Boost, compact complete nutritional drink, rich chocolate, rich chocolate",192,8,0.8,0.3,2,0.8,8,10,6,0,3,0,1,4,19,5,14,D
"Complete nutritional drink, very vanilla",192,7.2,0.8,0.3,3.042763158,0.8,8,10,5,0,3,0,1,4,18,5,13,D
"Boost, compact complete nutrition drink, very vanilla, very vanilla",192,7.2,0.8,0.3,3.044871795,0.8,8,10,5,0,3,0,1,4,18,5,13,D
Balanced nutritional drink,80,1.6,0,0.18,3.046875,0.8,8,10,2,0,1,0,1,4,13,5,8,C
"Boost, calorie smart, balanced nutritional drink, vanilla caramel, vanilla caramel",80,4,0,0.18,1,0.8,8,10,3,0,1,0,1,4,14,5,9,C
Balanced nutritional drink,80,1.6,0,0.18,3.048780488,0.8,8,10,2,0,1,0,1,4,13,5,8,C
"Boost, calorie smart, balanced nutritional drink, double chocolate fudge, double chocolate fudge",80,4,0,0.18,1,0.8,8,10,3,0,1,0,1,4,14,5,9,C
Max (glucose control),49.23076923,0.307692308,0.307692308,0.230769231,0.760690789,0,9.230769231,7,1,0,2,0,0,5,10,5,5,C
"Complete nutritional drink, vanilla delight",101,6.33,0.42,0.21,1.5825,0,6.33,10,5,0,2,0,0,3,17,3,14,D
Boost Glucose Control,80.16877637,1.687763713,0.421940928,0.221518987,3.246527778,1.265822785,6.751054852,10,2,0,2,0,1,4,14,5,9,C
"Glucose control balanced nutritional drink, chocolate sensation",80,1.69,0.42,0.2325,3.152598505,1.3,6.75,10,2,0,2,0,1,4,14,5,9,C
Max 30g protien,49.23076923,0.307692308,0.307692308,0.230769231,0.190662202,0,9.230769231,7,1,0,2,0,0,5,10,5,5,C
Boost,101.2658,8.4388,0.4219,0.15822775,2.347248958,1.3,4.2194,10,6,0,1,0,1,2,17,3,14,D
"Original rich chocolate complete nutritional drink, original rich chocolate",101,8.44,0.42,0.1575,2.346766304,1.3,4.22,10,6,0,1,0,1,2,17,3,14,D
Rich chocolate original balanced nutritional drink,101,8.44,0.42,0.1575,2.317794118,0.4,4.22,10,6,0,1,0,0,2,17,2,15,D
Boost creamy strawberry,101.2658228,6.329113924,0.421940928,0.158227848,2.15003723,0,4.219409283,10,5,0,1,0,0,2,16,2,14,D
"Advanced nutritional drink, rich chocolate",93,5.06,0.42,0.19,2.53,0.4,9.28,10,4,0,2,0,0,5,16,5,11,D
Very vanilla high protein balanced nutritional drink,51,0.42,0.42,0,0,0,9.28,8,1,0,0,0,0,5,9,5,4,C
"Balanced nutritional drink, chocolate sensation",76,1.69,0.42,0.2325,3.147710756,1.3,6.33,10,2,0,2,0,1,3,14,4,10,C
"Complete nutritional drink, vanilla delight",101,6.33,0.42,0.1575,1.67446733,1.3,4.22,10,5,0,1,0,1,2,16,3,13,D
Rtd orig rich choco size p ready to drink original,240,20,1,0.375,1.744025735,1.3,10,10,10,0,4,0,1,5,24,6,18,D
"Rich chocolate complete nutritional drink, rich chocolate",152,10.13,0.84,0.21,2.568677819,1.3,5.91,10,7,0,2,0,1,3,19,4,15,D
"Creamy strawberry complete nutritional drink, creamy strawberry",101,6.33,0.42,0.2325,1.5825,0,8.44,10,5,0,2,0,0,5,17,5,12,D
